"","document","term","count",".topic"
"1642","1403","sonnenschutz",1,14
"1643","1403","ubergang",1,12
"1644","1403","verhalt",1,14
"1645","1403","vertieft",1,36
"1646","257","einbezieht",1,30
"1647","257","erstsemesterstudier",2,30
"1648","257","leistung",1,30
"1649","257","mangelnd",2,30
"1650","257","schlussfolgernd",1,30
"1651","257","studienerfolg",3,30
"1652","257","theoriebasiert",1,30
"1653","1390","angeschloss",1,24
"1654","1390","hoch",1,24
"1655","1390","inferent",1,24
"1656","1390","kodiert",1,24
"1657","1390","kollegial",5,24
"1658","1390","lernrelevant",1,24
"1659","1390","microteaching",1,24
"1660","1390","optimi",1,24
"1661","1390","reflexion",7,24
"1662","1390","teilnehmerinn",2,24
"1663","1390","unternomm",1,24
"1664","1390","unterrichtsminiatur",2,24
"1665","1390","unterrichtsqualitat",2,24
"1666","562","durchschnitt",1,11
"1667","562","eingeteilt",1,11
"1668","562","kohort",1,11
"1669","562","kompetenzentwickl",1,33
"1670","562","latent",1,14
"1671","562","leistungsentwickl",2,11
"1672","562","leistungsschwach",1,27
"1673","562","leistungsstark",1,11
"1674","565","angewendet",1,36
"1675","565","assessment",3,36
"1676","565","deskriptiv",1,36
"1677","565","ergab",1,36
"1678","565","formativ",3,36
"1679","565","forschend",3,25
"1680","565","prozessbezog",1,36
"1681","565","publikation",1,36
"1682","565","such",1,36
"1683","653","abstrakt",1,26
"1684","653","algebra",1,21
"1685","653","darstellungsform",2,4
"1686","653","formel",1,4
"1687","653","formeln",4,4
"1688","653","grundsatz",1,4
"1689","653","mathemat",3,13
"1690","653","reprasentationsform",1,4
"1691","653","sprachlich",3,20
"1692","653","ubersetz",1,13
"1693","582","adressatenspezif",1,4
"1694","582","aufnahm",1,4
"1695","582","biolog",1,4
"1696","582","datenauswert",1,4
"1697","582","effektiv",1,4
"1698","582","hilfestell",1,4
"1699","582","hingeg",1,4
"1700","582","messdat",3,4
"1701","582","physikpraktikum",2,4
"1702","582","praktikum",1,4
"1703","582","prototyp",1,4
"1704","582","schreib",1,4
"1705","187","bedeutet",1,23
"1706","187","entwicklungsverlauf",2,7
"1707","187","erklar",1,32
"1708","187","kompetenzentwicklungsmodell",1,23
"1709","187","materi",4,23
"1710","187","reaktion",1,23
"1711","1480","betreff",1,15
"1712","1480","bildungsangebot",1,17
"1713","1480","ermittl",1,15
"1714","1480","fortbild",3,15
"1715","1480","hilfreich",1,15
"1716","1480","kind",3,2
"1717","1480","lebenslag",2,2
"1718","1480","leitfadeninterviews",1,15
"1719","1480","prasentation",1,2
"1720","1480","rahmenbeding",4,15
"1721","1480","vorbereitet",1,15
"1722","803","aufbereitet",1,35
"1723","803","ausbildungsphas",2,35
"1724","803","chemiespezif",2,20
"1725","803","schulprakt",1,34
"1726","803","seminar",1,6
"1727","803","theoriegeleitet",2,20
"1728","803","videovignett",2,10
"1729","1388","fremd",1,24
"1730","1388","institut",1,24
"1731","1388","praxissem",3,24
"1732","1388","reflexion",4,24
"1733","1388","reflexionskompetenz",4,24
"1734","1388","sachunterricht",2,7
"1735","1388","sachunterrichtsstudier",1,24
"1736","1388","selbsteinschatz",1,24
"1737","1388","seminarkonzept",1,24
"1738","1388","unterrichtsreflexion",1,24
"1739","1041","gelernt",1,31
"1740","1041","kontextmerkmal",1,31
"1741","1041","lernleist",1,11
"1742","1041","madch",4,3
"1743","1041","ruckschluss",1,3
"1744","1041","situational",2,31
"1745","1041","wohingeg",1,31
"1746","1245","beforscht",1,8
"1747","1245","bspw",1,11
"1748","1245","charakterisier",1,22
"1749","1245","informell",2,22
"1750","1245","lernort",2,8
"1751","1245","niedersachs",1,22
"1752","1245","promotionsprogramm",1,22
"1753","1245","schulerlabor",3,8
"1754","1245","tatig",1,25
"1755","1168","auswertephas",1,23
"1756","1168","bestat",1,23
"1757","1168","bestmog",1,23
"1758","1168","erziel",1,23
"1759","1168","experimentiersituation",1,10
"1760","1168","gesammelt",1,23
"1761","1168","kontrastiert",1,23
"1762","1168","nachbereit",2,23
"1763","1168","tesch",1,23
"1764","1168","vergleichsstudi",2,4
"1765","1168","wechselwirk",1,9
"1766","429","aktionsforsch",1,27
"1767","429","diagnost",1,20
"1768","429","effektiv",1,27
"1769","429","evalui",1,27
"1770","429","lernphas",1,27
"1771","429","optimi",1,27
"1772","429","partizipativ",1,27
"1773","429","schulergrupp",1,27
"1774","429","schulunterricht",1,27
"1775","429","selbstreguliert",3,27
"1776","429","srl",3,27
"1777","429","unterrichtssequenz",1,27
"1778","429","variant",1,27
"1779","352","aktionsforsch",1,27
"1780","352","fachdidaktikerinn",1,3
"1781","352","lehrerinn",1,20
"1782","352","lernplattform",2,3
"1783","352","lernstand",1,36
"1784","352","modul",1,27
"1785","352","multimedial",1,28
"1786","352","onlin",2,3
"1787","352","partizipativ",1,27
"1788","352","profil",3,37
"1789","352","unterrichtsein",2,27
"1790","352","wass",1,27
"1791","1001","empfehl",1,33
"1792","1001","energi",3,34
"1793","1001","entlang",1,34
"1794","1001","erklar",1,32
"1795","1001","erneuerbar",3,4
"1796","1001","gegenuberstell",1,4
"1797","1001","grenz",1,19
"1798","1001","hieraus",1,4
"1799","1001","lernhindernis",1,4
"1800","1001","mayring",1,19
"1801","1001","publikation",1,4
"1802","1001","umstell",1,19
"1803","1001","wissenschaftlerinn",1,4
"1804","1007","chain",2,25
"1805","1007","entdeck",2,25
"1806","1007","forschend",3,25
"1807","1007","jahrlich",1,25
"1808","1007","laufzeit",1,25
"1809","1007","pro",1,25
"1810","1007","reaction",2,25
"1811","1007","realschul",1,25
"1812","1007","schulpraxis",1,25
"1813","1007","sichtbar",1,25
"1814","1007","zwolf",1,25
"1815","1239","angeregt",1,34
"1816","1239","cent",1,8
"1817","1239","informat",1,33
"1818","1239","informell",2,22
"1819","1239","lernort",2,8
"1820","1239","mittelfrist",1,30
"1821","1239","niedersachs",1,22
"1822","1239","programm",1,7
"1823","1239","promotionsprogramm",2,22
"1824","1239","rund",1,11
"1825","1239","schulerlabor",1,8
"1826","1239","weiterzuentwickeln",1,8
"1827","1402","emotion",1,8
"1828","1402","freud",1,8
"1829","1402","interessiert",1,29
"1830","1402","jahrestag",1,35
"1831","1402","labor",1,6
"1832","1402","mobil",1,21
"1833","1402","sach",1,19
"1834","1402","schulerlabor",3,8
"1835","1402","standort",1,8
"1836","1402","teilgenomm",1,19
"1837","1402","variant",1,8
"1838","1525","atombau",1,10
"1839","1525","auswahl",1,10
"1840","1525","chemielehrkraft",1,37
"1841","1525","lehrerkompetenz",1,33
"1842","1525","lernschwier",2,10
"1843","1525","lernunterstutz",1,35
"1844","1525","mathemat",1,13
"1845","1525","reaktion",1,35
"1846","1525","sachunterricht",1,7
"1847","1525","theoriebasiert",1,35
"1848","1525","unterrichtswahrnehm",2,35
"1849","1525","videobasiert",1,35
"1850","1525","videovignett",2,10
"1851","388","absolviert",1,11
"1852","388","fachsprach",1,7
"1853","388","falsch",1,18
"1854","388","forschungsstand",1,18
"1855","388","neun",1,7
"1856","388","regelmass",1,11
"1857","388","schreib",3,18
"1858","388","schulertext",1,18
"1859","265","empfehl",3,33
"1860","265","kolleg",1,33
"1861","265","kolleginn",1,33
"1862","265","kommission",1,33
"1863","265","mocht",2,33
"1864","265","modul",2,27
"1865","265","physikdidakt",4,33
"1866","265","standard",1,33
"1867","265","vorarbeit",1,33
"1868","1051","feld",1,26
"1869","1051","interviewleitfad",1,16
"1870","1051","kons",1,16
"1871","1051","konstruktivist",1,22
"1872","1051","kultur",2,16
"1873","1051","kulturell",1,16
"1874","1051","physikdidakt",1,33
"1875","1051","schulervorstell",1,23
"1876","1051","sieb",1,16
"1877","1051","temperatur",2,16
"1878","1051","warm",2,16
"1879","175","aufgreif",1,17
"1880","175","ergab",2,4
"1881","175","idealisiert",1,4
"1882","175","konsistent",1,4
"1883","175","mocht",1,33
"1884","175","zugleich",1,4
"1885","1345","analyseverfahr",1,15
"1886","1345","artefakt",1,15
"1887","1345","energi",1,34
"1888","1345","entdeck",2,25
"1889","1345","erhebt",1,15
"1890","1345","erneuerbar",1,15
"1891","1345","forschend",2,25
"1892","1345","fortbild",3,15
"1893","1345","lehrerfortbild",2,15
"1894","1345","planungskompetenz",2,25
"1895","1345","realisier",1,15
"1896","1345","unterrichtsplan",1,35
"1897","1345","videogestutzt",1,15
"1898","100","denkweis",1,13
"1899","100","erklar",1,32
"1900","100","formulier",1,13
"1901","100","gestuft",1,13
"1902","100","kompetenzerwerb",1,13
"1903","100","lernhilf",1,13
"1904","100","mathemat",7,13
"1905","100","problemlos",1,32
"1906","100","sachverhalt",3,32
"1907","100","schulbuch",1,30
"1908","74","building",1,7
"1909","74","education",1,12
"1910","74","einbezieh",2,7
"1911","74","mathemat",1,13
"1912","74","mint",3,7
"1913","74","programm",2,7
"1914","74","schrift",1,7
"1915","74","teilnehmerinn",1,7
"1916","74","unterrichtsein",2,27
"1917","712","annaher",1,1
"1918","712","approach",3,1
"1919","712","binnendifferenzier",1,1
"1920","712","diagnost",1,20
"1921","712","differenzier",1,36
"1922","712","diversitat",1,1
"1923","712","individualisier",1,1
"1924","712","inklusion",1,1
"1925","712","inklusiv",2,1
"1926","712","leicht",1,1
"1927","712","lernvoraussetz",2,1
"1928","712","pedagogical",2,1
"1929","153","energi",3,34
"1930","153","erfahrbar",1,15
"1931","153","erneuerbar",3,15
"1932","153","fortbild",6,15
"1933","153","geschloss",1,33
"1934","153","kind",1,2
"1935","153","kompetenzentwickl",1,33
"1936","153","pilot",1,15
"1937","992","alt",1,17
"1938","992","divers",1,2
"1939","992","kategori",1,37
"1940","992","kind",1,2
"1941","992","medial",1,18
"1942","992","schulerlabor",1,8
"1943","992","somm",1,21
"1944","992","vorgehensweis",1,17
"1945","976","anlag",1,7
"1946","976","ausmass",1,7
"1947","976","fachsprach",2,7
"1948","976","gesellschaftswissenschaft",1,7
"1949","976","repertoir",1,7
"1950","976","sachunterricht",2,7
"1951","976","schulfach",1,7
"1952","976","sprachbild",4,32
"1953","976","stund",1,7
"1954","976","umzusetz",1,7
"1955","976","vorbereitungsdien",1,7
"1956","1181","auffass",3,17
"1957","1181","chemielehrkraft",3,37
"1958","1181","concept",1,17
"1959","1181","entwickelnd",1,17
"1960","1181","haltung",1,17
"1961","1181","innovation",1,29
"1962","1181","kreativitat",5,17
"1963","1181","maps",1,17
"1964","1181","mint",1,7
"1965","1181","schnell",1,17
"1966","690","chemielehramtsstudier",1,6
"1967","690","forschungsluck",1,6
"1968","690","labor",1,6
"1969","690","leitfadeninterviews",1,6
"1970","690","optimi",1,6
"1971","690","prinzip",1,6
"1972","690","professionswiss",1,37
"1973","690","schulerexperiment",1,6
"1974","690","schulertag",2,6
"1975","690","seminar",2,6
"1976","1136","datenquell",1,22
"1977","1136","engmasch",1,22
"1978","1136","fachbezog",1,22
"1979","1136","handlung",1,32
"1980","1136","impuls",1,22
"1981","1136","kommunikation",2,22
"1982","1136","kommunikativ",2,22
"1983","1136","planungskompetenz",1,25
"1984","1136","richt",1,22
"1985","1136","seminar",1,6
"1986","1136","sprach",1,20
"1987","1136","sprachlich",2,20
"1988","1136","unterrichtsprozess",1,22
"1989","1136","unterrichtsqualitat",1,24
"1990","1136","voneinand",1,32
"1991","589","alt",1,26
"1992","589","differenzier",1,36
"1993","589","durchaus",1,26
"1994","589","erklar",1,32
"1995","589","lernmaterial",1,35
"1996","589","mental",1,31
"1997","589","prakonzept",1,26
"1998","589","prinzip",1,1
"1999","589","reaktion",1,26
"2000","589","saur",1,26
"2001","589","verand",1,31
"2002","589","voneinand",3,31
"2003","211","anzahl",1,31
"2004","211","epistemolog",1,3
"2005","211","medi",1,28
"2006","211","uberzeug",2,14
"2007","211","vertieft",1,36
"2008","211","wissenschaftsverstandnis",5,3
"2009","211","wissenserwerb",1,10
"2010","588","akzeptanzbefrag",2,23
"2011","588","ausgangspunkt",1,19
"2012","588","beforscht",1,32
"2013","588","empfang",1,23
"2014","588","entwicklungsforsch",1,26
"2015","588","feld",1,26
"2016","588","forschungsbasiert",1,23
"2017","588","gegenubergestellt",1,15
"2018","588","geometr",2,32
"2019","588","lernhindernis",1,23
"2020","588","lernmaterial",1,35
"2021","588","optik",2,32
"2022","588","physikdidakt",1,33
"2023","588","pruf",1,15
"2024","588","schulergerecht",1,23
"2025","1285","ausgegang",1,10
"2026","1285","erschw",1,20
"2027","1285","experimentierprozess",1,28
"2028","1285","experimentiersituation",3,10
"2029","1285","lehrerbefrag",2,20
"2030","1285","lehrerinn",3,20
"2031","1285","oben",1,20
"2032","1285","onlin",1,3
"2033","642","angelehnt",1,7
"2034","642","ausbildungsphas",1,7
"2035","642","facett",2,36
"2036","642","jahrig",1,7
"2037","642","lehramtsanwarterinn",1,7
"2038","642","mitt",1,7
"2039","642","sachunterricht",2,7
"2040","642","skala",1,7
"2041","642","unterrichtsplan",1,35
"2042","642","unterrichtsstund",1,37
"2043","337","experimentiermittel",1,16
"2044","337","forschungsarbeit",1,14
"2045","337","forschungsdesign",1,16
"2046","337","kontextorientier",1,31
"2047","337","messgerat",1,16
"2048","337","smartphon",4,16
"2049","337","themenkomplex",1,16
"2050","337","traditionell",1,16
"2051","337","well",1,16
"2052","346","angewandt",1,9
"2053","346","chemiebezog",1,9
"2054","346","fragebogenstudi",1,9
"2055","346","interaktiv",1,9
"2056","346","japan",1,9
"2057","346","kur",1,9
"2058","346","leistung",1,9
"2059","346","lernplattform",1,9
"2060","346","selbsteinschatz",1,9
"2061","346","university",1,9
"2062","346","verdeut",1,9
"2063","346","vertieft",1,36
"2064","346","visualisier",4,9
"2065","346","vorles",2,9
"2066","718","gewiss",1,14
"2067","718","handlungsfeld",1,14
"2068","718","physikdidakt",1,33
"2069","718","praxisschock",1,14
"2070","718","skal",1,14
"2071","718","unterzog",2,14
"2072","718","validierungsstudi",2,15
"2073","857","begabt",1,29
"2074","857","empfehl",1,33
"2075","857","identifizier",1,29
"2076","857","interessiert",3,29
"2077","857","lernort",1,8
"2078","857","ressourc",1,3
"2079","857","schulerlabor",5,8
"2080","857","zuverlass",1,29
"2081","444","energi",2,34
"2082","444","energiekonzept",1,34
"2083","444","facett",1,36
"2084","444","growth",1,33
"2085","444","ident",1,33
"2086","444","kompetenzentwickl",2,33
"2087","444","kompetenzentwicklungsmodell",1,33
"2088","444","kompetenzstrukturmodell",1,33
"2089","444","lernsetting",2,33
"2090","444","partnerarbeit",1,33
"2091","444","promotionsvorhab",1,34
"2092","83","alt",1,17
"2093","83","argumentativ",1,25
"2094","83","auss",1,4
"2095","83","deskriptiv",1,2
"2096","83","einfach",1,21
"2097","83","erklar",1,32
"2098","83","feedback",1,4
"2099","83","graphisch",1,8
"2100","83","hypothet",1,9
"2101","83","institution",1,9
"2102","83","kind",2,2
"2103","83","kultur",1,4
"2104","83","lernort",1,8
"2105","83","prasentation",1,2
"2106","83","teilcheneb",1,9
"2107","83","visualisier",1,9
"2108","83","vorles",1,9
"2109","595","sek",1,16
"2110","595","unterrichtsgestalt",2,3
"2111","595","warum",1,3
"2112","595","zwolf",1,25
"2113","1108","facett",1,37
"2114","1108","pck",2,25
"2115","1108","physiklehramtsstudier",1,37
"2116","1108","pradiktor",1,30
"2117","1108","professionswiss",5,37
"2118","757","concept",1,34
"2119","757","cor",1,9
"2120","757","cross",1,12
"2121","757","darunt",1,23
"2122","757","gehalt",1,23
"2123","757","ideas",1,23
"2124","757","konzeptualisier",1,23
"2125","757","progression",4,23
"2126","467","ausgangspunkt",1,7
"2127","467","chemielehr",2,7
"2128","467","cor",1,9
"2129","467","fachsprach",7,7
"2130","467","fallstudi",1,2
"2131","467","pck",4,25
"2132","467","representation",1,7
"2133","721","alt",1,26
"2134","721","anlass",1,26
"2135","721","elf",2,26
"2136","721","inzwisch",1,26
"2137","721","lernpsycholog",1,26
"2138","721","schulentwickl",1,26
"2139","721","schulunterricht",1,11
"2140","721","wissenschaftl",1,29
"2141","1174","angeschloss",1,8
"2142","1174","besuch",1,8
"2143","1174","cern",1,31
"2144","1174","engeln",1,8
"2145","1174","imag",1,8
"2146","1174","konzeptuell",3,32
"2147","1174","lab",1,31
"2148","1174","labor",1,6
"2149","1174","pawek",1,8
"2150","1174","schulerlabor",5,8
"2151","1174","schulervariabl",1,31
"2152","1174","schulervorstell",1,23
"2153","1174","teilchenphys",1,31
"2154","1427","baut",1,12
"2155","1427","fragebogenstudi",1,12
"2156","1427","halb",1,12
"2157","1427","mull",1,12
"2158","1427","quantenphys",1,30
"2159","1427","treagust",1,12
"2160","1427","ubergang",2,12
"2161","226","bildungsplan",1,4
"2162","226","bundesstift",1,4
"2163","226","dbu",1,4
"2164","226","lernein",2,4
"2165","226","schulerlabor",1,8
"2166","226","wes",1,4
"2167","713","dawis",1,37
"2168","713","evidenzbasiert",1,35
"2169","713","hochschulbereich",1,35
"2170","713","kompetenzerwerb",1,19
"2171","713","personenmerkmal",1,18
"2172","713","profil",1,37
"2173","713","projektverbund",1,37
"2174","1261","einhergeh",1,24
"2175","1261","kolleginn",1,24
"2176","1261","monat",1,24
"2177","1261","praxissem",5,24
"2178","1261","professionsbezog",1,22
"2179","1261","skal",1,14
"2180","1261","studienfach",1,22
"2181","1261","verhalt",1,14
"2182","411","erhielt",1,27
"2183","411","handlungsnah",1,27
"2184","411","heublein",2,27
"2185","411","interventionsgrupp",1,27
"2186","411","kritisiert",1,27
"2187","411","mangelnd",1,27
"2188","411","modul",1,27
"2189","411","selbstreguliert",2,27
"2190","411","srl",4,27
"2191","411","studienabbruchquot",1,27
"2192","411","studienerfolg",1,30
"2193","411","training",2,27
"2194","411","treatmentgrupp",1,27
"2195","411","ubung",1,27
"2196","411","zuvor",2,27
"2197","1071","gekennzeichnet",1,18
"2198","1071","handlung",1,10
"2199","1071","kam",1,11
"2200","1071","kategorisier",1,18
"2201","1071","kommunikation",1,18
"2202","1071","naturwissenschaftl",2,28
"2203","1071","schulerlabor",2,8
"2204","1071","sonderforschungsbereich",1,18
"2205","402","chemiespezif",1,12
"2206","402","johnston",1,12
"2207","402","pilot",1,12
"2208","402","reprasentationseb",5,12
"2209","402","symbol",1,12
"2210","402","teilcheneb",1,12
"2211","402","treagust",1,12
"2212","402","ubereinstimm",1,12
"2213","402","vertieft",1,36
"2214","243","chemiespezif",1,12
"2215","243","johnston",1,12
"2216","243","kern",1,12
"2217","243","reprasentationseb",2,12
"2218","243","symbol",1,12
"2219","243","treagust",1,12
"2220","243","voneinand",1,31
"2221","243","wissenserwerb",2,10
"2222","1472","identifikation",1,30
"2223","1472","kind",1,2
"2224","1472","labor",1,6
"2225","1472","leistung",1,30
"2226","1472","leistungsstark",2,30
"2227","1472","potentiell",3,30
"2228","1472","rahmenbeding",1,30
"2229","1472","sach",1,7
"2230","1472","sachunterricht",1,7
"2231","1472","standort",1,8
"2232","323","beizutrag",1,18
"2233","323","los",1,13
"2234","323","problemloseprozess",5,18
"2235","323","rating",1,18
"2236","323","strukturi",1,18
"2237","323","teilstichprob",1,18
"2238","459","alt",4,17
"2239","459","auseinand",1,17
"2240","459","bildungsangebot",2,17
"2241","459","generation",2,17
"2242","459","gesichtspunkt",1,17
"2243","459","jahrestag",1,17
"2244","459","lebenslang",2,17
"2245","459","schulerlabor",1,8
"2246","459","setz",1,17
"2247","459","uni",1,17
"2248","459","wandel",1,17
"2249","1400","begeister",1,3
"2250","1400","berufsorientier",2,5
"2251","1400","digitalisier",2,28
"2252","1400","energi",1,34
"2253","1400","frau",1,29
"2254","1400","interessiert",1,29
"2255","1400","kontakt",1,22
"2256","1400","mentoring",1,3
"2257","1400","mint",4,7
"2258","1400","unternehm",1,3
"2259","397","antwortformat",1,34
"2260","397","kind",3,2
"2261","397","madch",1,3
"2262","397","medi",1,28
"2263","397","multimedial",1,28
"2264","397","prasentation",1,2
"2265","397","sachunterricht",2,7
"2266","397","sprach",1,34
"2267","27","lernein",1,28
"2268","27","metakognitiv",1,10
"2269","27","problemloseaufgab",1,32
"2270","27","prompt",1,10
"2271","27","realexperiment",1,5
"2272","27","versuchsgrupp",1,32
"2273","1295","antwort",1,34
"2274","1295","auswertephas",1,23
"2275","1295","ermittl",2,15
"2276","1295","gebildet",1,15
"2277","1295","getroff",1,15
"2278","1295","kategori",2,15
"2279","1295","protokoll",2,4
"2280","1295","schreib",1,4
"2281","1295","teilbereich",1,23
"2282","1295","ubereinstimm",1,15
"2283","1295","validitat",3,15
"2284","1042","aussagekraft",1,37
"2285","1042","bevor",1,37
"2286","1042","diesbezug",1,37
"2287","1042","einschrank",1,37
"2288","1042","getroff",1,37
"2289","1042","professionswiss",4,37
"2290","1042","prowin",1,37
"2291","1042","unsich",1,10
"2292","1042","unterrichtsqualitat",2,24
"2293","1042","validitat",1,15
"2294","116","aufgabenstell",2,5
"2295","116","beachtung",1,21
"2296","116","diversitat",2,1
"2297","116","geschloss",1,33
"2298","116","ibl",2,14
"2299","116","schulstuf",1,23
"2300","116","uberfach",1,12
"2301","116","welt",1,19
"2302","1129","anschlussfah",1,9
"2303","1129","bedurfnis",1,11
"2304","1129","geling",1,31
"2305","1129","inklusiv",1,1
"2306","1129","lernmateriali",2,1
"2307","1129","sachunterricht",2,7
"2308","1129","ubergeordnet",1,9
"2309","1129","unterrichtskonzeption",2,23
"2310","719","auszubild",1,5
"2311","719","berufsorientier",1,5
"2312","719","chemiebezog",3,5
"2313","719","deskriptiv",2,5
"2314","719","erklart",1,5
"2315","719","fachbezog",1,5
"2316","719","fahigkeitsselbstkonzept",1,5
"2317","719","hingeg",1,5
"2318","719","statist",2,5
"2319","1387","beleucht",1,24
"2320","1387","daneb",1,24
"2321","1387","microteaching",1,24
"2322","1387","praxissem",1,24
"2323","1387","reflexion",4,24
"2324","1387","reflexionskompetenz",2,24
"2325","1387","sach",1,24
"2326","1387","unterrichtsqualitat",1,24
"2327","91","kontextmerkmal",2,31
"2328","91","lernmateriali",1,30
"2329","91","resultiert",1,30
"2330","726","deci",1,12
"2331","726","einbind",1,7
"2332","726","feedback",2,4
"2333","726","kompetenzerleb",3,12
"2334","726","leistung",1,12
"2335","726","menschlich",1,7
"2336","726","motiviert",1,21
"2337","726","ryan",1,12
"2338","726","sachunterricht",2,7
"2339","726","selbstbestimmt",1,21
"2340","726","selbstbestimmungstheori",1,12
"2341","726","unterrichtsein",1,27
"2342","726","verhaltensweis",1,12
"2343","726","wass",1,4
"2344","95","augenmerk",1,12
"2345","95","digital",1,28
"2346","95","eye",1,28
"2347","95","feld",1,26
"2348","95","mathemat",1,13
"2349","95","multimedia",1,28
"2350","95","nachteil",1,21
"2351","95","schulexperiment",1,19
"2352","276","geleistet",1,7
"2353","276","kooperativ",1,33
"2354","276","lernforsch",1,7
"2355","276","obligator",1,15
"2356","276","reflexion",2,24
"2357","276","vernetz",1,1
"2358","276","videobasiert",1,24
"2359","709","facett",2,36
"2360","709","fachsem",1,36
"2361","709","lehramtsstudent",1,36
"2362","709","mathemat",1,13
"2363","709","mechan",1,37
"2364","709","physikstudier",1,37
"2365","709","professionswiss",1,37
"2366","709","schulwiss",2,36
"2367","709","semest",1,30
"2368","709","stabil",1,36
"2369","709","vertieft",1,36
"2370","620","ansicht",1,3
"2371","620","delphi",1,5
"2372","620","europa",1,9
"2373","620","profil",1,37
"2374","620","stakehold",1,5
"2375","1471","erlernbar",1,12
"2376","1471","forschungsarbeit",1,14
"2377","1471","growth",1,17
"2378","1471","gruppendiskussion",1,17
"2379","1471","hopf",1,23
"2380","1471","kind",1,2
"2381","1471","uberzeug",2,14
"2382","1471","wirkt",1,12
"2383","194","berufserfahr",1,7
"2384","194","gesellschaftswissenschaft",2,7
"2385","194","orientier",1,17
"2386","194","professionswiss",3,37
"2387","194","referendar",1,37
"2388","194","sachunterricht",1,7
"2389","194","spektrum",1,17
"2390","641","facett",2,36
"2391","641","gesellschaftswissenschaft",1,7
"2392","641","jahrig",1,7
"2393","641","kontrollvariabl",1,7
"2394","641","neun",1,7
"2395","641","pilotierungsergebnis",1,7
"2396","641","sachunterricht",2,7
"2397","641","sieb",1,7
"2398","641","skala",1,7
"2399","641","unbekannt",1,7
"2400","641","unterrichtsentwurf",1,7
"2401","1208","entwicklungsforsch",1,26
"2402","1208","erweiter",1,17
"2403","1208","gruppendiskussion",1,17
"2404","1208","konzeptuell",1,26
"2405","1208","lehrkonzept",3,17
"2406","1208","magnet",2,26
"2407","1208","quantenphys",1,30
"2408","1208","spektrum",1,17
"2409","1208","traditionell",1,26
"2410","1208","universell",1,17
"2411","1355","auswahl",1,19
"2412","1355","bereitstell",1,22
"2413","1355","herauszufind",1,22
"2414","1355","hypothes",1,19
"2415","1355","innovation",2,29
"2416","1355","materiali",2,16
"2417","1355","unterrichtsstund",1,27
"2418","1355","verlauft",1,19
"2419","242","basiskonzept",1,27
"2420","242","computerbasiert",1,18
"2421","242","concept",1,18
"2422","242","interaktion",1,18
"2423","242","kommunikation",3,18
"2424","242","konzeptverstandnis",1,18
"2425","242","mapping",1,18
"2426","242","reaktion",1,27
"2427","242","reflexion",1,19
"2428","242","strukturell",1,18
"2429","242","teilch",1,18
"2430","242","text",1,18
"2431","242","unterrichtsein",1,27
"2432","347","besitz",1,18
"2433","347","bspw",2,11
"2434","347","darstellungsform",1,4
"2435","347","dau",1,18
"2436","347","feedback",1,4
"2437","347","feld",1,26
"2438","347","formel",1,4
"2439","347","intuitiv",1,18
"2440","347","medi",2,28
"2441","347","onlin",1,3
"2442","347","problemloseprozess",1,18
"2443","347","realexperiment",1,5
"2444","347","reprasentation",1,18
"2445","347","ruckmeld",1,4
"2446","347","schulunterricht",1,11
"2447","347","text",1,18
"2448","347","typ",1,21
"2449","680","aussagekraft",1,20
"2450","680","diagnost",1,20
"2451","680","diagnostizi",2,20
"2452","680","feldstudi",2,20
"2453","680","genug",1,20
"2454","680","nutzlich",2,3
"2455","680","testverfahr",1,20
"2456","680","versuchsprotokoll",1,8
"2457","31","begab",2,1
"2458","31","begabt",1,29
"2459","31","geschult",1,7
"2460","31","initiiert",1,1
"2461","31","inn",1,29
"2462","31","interessiert",2,29
"2463","31","lehrerfortbild",1,15
"2464","31","problemloseaufgab",1,1
"2465","31","programm",3,7
"2466","31","schulergrupp",1,1
"2467","31","schulerlabor",1,8
"2468","1396","performanzt",1,35
"2469","1396","praxissem",1,24
"2470","1396","praxissemest",1,37
"2471","1396","profil",1,37
"2472","1396","projektverbund",1,37
"2473","1396","standardsituation",1,37
"2474","1396","unterrichtsentwurf",1,35
"2475","1396","unterrichtsplan",5,35
"2476","144","aktivitat",1,34
"2477","144","beurteilt",1,18
"2478","144","doppelstund",1,18
"2479","144","ideas",1,23
"2480","144","kategori",1,37
"2481","144","kern",1,11
"2482","144","kontextorientiert",1,11
"2483","144","objekt",1,21
"2484","144","physics",2,22
"2485","144","pro",1,18
"2486","144","reflexiv",1,22
"2487","144","teilstichprob",1,18
"2488","144","theoriegeleitet",1,24
"2489","144","untergeordnet",1,22
"2490","144","zuvor",1,34
"2491","1336","assessment",6,36
"2492","1336","digital",4,28
"2493","1336","for",4,24
"2494","1336","inklusiv",2,1
"2495","1336","johnston",1,24
"2496","1336","nos",3,24
"2497","1336","udl",4,24
"2498","1336","universal",4,24
"2499","1336","unterrichtsplan",1,35
"2500","1336","vielversprech",1,24
"2501","1336","wechselwirk",1,24
"2502","1336","werkzeug",1,28
"2503","729","behandl",1,29
"2504","729","etablier",1,29
"2505","729","fachdisziplin",1,29
"2506","729","jahrhundert",1,29
"2507","729","mathemat",1,13
"2508","729","stellung",2,29
"2509","729","thuring",3,29
"2510","729","verbessert",1,29
"2511","788","ausbildungsinhalt",1,2
"2512","788","ausbildungsphas",1,2
"2513","788","chemielehramtsstudier",2,2
"2514","788","erkenntnismethod",1,2
